Accident_ID,District,Police_Station,Accident_DateTime,Latitude,Longitude,Road_Name,Road_Classification,Severity,No_of_Vehicles,Drivers_Killed,Drivers_Grievous_Injury,Drivers_Minor_Injury,Passengers_Killed,Passengers_Grievous_Injury,Passengers_Minor_Injury,Pedestrians_Killed,Pedestrians_Grievous_Injury,Pedestrians_Minor_Injury,Collision_Type,Collision_Feature,Weather_Condition,Light_Condition,Visibility,Traffic_Violation,Date,Year,Month,Hour,DayOfWeek,Month_Name,Severity_Score,Total_Killed,Total_Injured,Time_Category,DBSCAN_Cluster
ACC00323,Vadodara,Sayajigunj PS,2023-08-12 14:26:00,21.68045,71.902907,NH-8,National Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Speed Breaker,Rainy,Night - Street Light On,Good,No Seatbelt,2023-08-12,2023,8,14,Saturday,Aug,0,0,0,Afternoon,34
ACC00325,Anand,Petlad PS,2023-03-19 15:51:00,23.87794,69.615222,Airport Road,Urban Road,Minor,3,0,0,2,0,0,0,0,0,0,Pedestrian Hit,Unknown,Unknown,Dawn/Dusk,Moderate,Signal Jumping,2023-03-19,2023,3,15,Sunday,Mar,1,0,2,Afternoon,-1
ACC00326,Surat,Adajan PS,2024-10-02 09:10:00,24.046442,68.253805,Bypass Road,National Highway,Minor,4,0,0,3,0,0,2,0,0,0,Hit & Run,Flyover,Unknown,Dawn/Dusk,Moderate,No Helmet,2024-10-02,2024,10,9,Wednesday,Oct,1,0,5,Morning,-1
ACC00327,Ahmedabad,Bodakdev PS,2024-11-15 10:33:00,22.05915,74.060402,Airport Road,District Road,Minor,3,0,0,1,0,0,0,0,0,1,Rollover,Flyover,Unknown,Daylight,Poor,Over Speeding,2024-11-15,2024,11,10,Friday,Nov,1,0,2,Morning,49
ACC00328,Bharuch,Vagra PS,2024-06-21 01:23:00,23.081594,71.632777,NH-8,State Highway,Fatal,2,2,1,1,0,2,2,1,1,1,Rear-End,Junction/Intersection,Rainy,Daylight,Unknown,Unknown,2024-06-21,2024,6,1,Friday,Jun,3,3,8,Night,3
ACC00329,Surat,Udhna PS,2023-02-03 11:28:00,22.52274,72.571899,City Road,State Highway,Grievous,4,0,1,0,0,0,1,0,0,1,Pedestrian Hit,Junction/Intersection,Cloudy,Night - No Street Light,Good,Wrong Side Driving,2023-02-03,2023,2,11,Friday,Feb,2,0,3,Morning,73
ACC00330,Ahmedabad,Maninagar PS,2022-07-20 03:44:00,20.792291,74.09826,NH-48,District Road,Minor,4,0,0,2,0,0,2,0,0,0,Side Impact,Pothole Area,Hazy,Night - Street Light On,Unknown,No Helmet,2022-07-20,2022,7,3,Wednesday,Jul,1,0,4,Night,28
ACC00331,Gandhinagar,Sector 7 PS,2021-05-09 00:55:00,23.940759,70.216027,Industrial Road,State Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Side Impact,Flyover,Foggy,Dawn/Dusk,Unknown,Overloading,2021-05-09,2021,5,0,Sunday,May,0,0,0,Night,74
ACC00332,Bhavnagar,Sihor PS,2022-09-20 05:50:00,22.327518,72.949423,NH-48,District Road,Grievous,2,0,3,2,0,0,2,0,0,0,Rear-End,Bridge,Rainy,Night - Street Light On,Poor,Signal Jumping,2022-09-20,2022,9,5,Tuesday,Sep,2,0,7,Night,59
ACC00333,Ahmedabad,Naranpura PS,2022-10-11 18:08:00,21.800492,72.554947,City Road,National Highway,Grievous,3,0,1,0,0,1,1,0,1,0,Side Impact,Curve,Foggy,Dawn/Dusk,Moderate,Unknown,2022-10-11,2022,10,18,Tuesday,Oct,2,0,4,Evening,52
ACC00334,Bharuch,Ankleshwar PS,2021-01-09 23:34:00,21.623891,71.085637,SH-14,State Highway,Grievous,1,0,2,2,0,0,0,0,1,0,Pedestrian Hit,Speed Breaker,Unknown,Night - Street Light On,Unknown,No Helmet,2021-01-09,2021,1,23,Saturday,Jan,2,0,5,Night,70
ACC00335,Surat,Adajan PS,2024-06-18 07:28:00,21.601286,69.329443,Airport Road,National Highway,Grievous,4,0,3,2,0,2,0,0,0,1,Rear-End,Flyover,Foggy,Night - Street Light On,Good,Drunk Driving,2024-06-18,2024,6,7,Tuesday,Jun,2,0,8,Morning,38
ACC00336,Mehsana,Visnagar PS,2024-05-20 19:32:00,24.278856,69.032059,SH-41,National Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Hit & Run,Junction/Intersection,Clear,Night - No Street Light,Poor,No Helmet,2024-05-20,2024,5,19,Monday,May,0,0,0,Evening,61
ACC00337,Mehsana,Patan PS,2021-06-29 06:46:00,23.511027,70.887777,NH-53,National Highway,Minor,1,0,0,1,0,0,0,0,0,1,Pedestrian Hit,Bridge,Unknown,Dawn/Dusk,Moderate,Unknown,2021-06-29,2021,6,6,Tuesday,Jun,1,0,2,Morning,9
ACC00338,Mehsana,Patan PS,2022-11-18 02:59:00,23.578125,70.679602,SH-14,State Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Hit & Run,Bridge,Unknown,Night - Street Light On,Moderate,Signal Jumping,2022-11-18,2022,11,2,Friday,Nov,0,0,0,Night,9
ACC00339,Gandhinagar,Dehgam PS,2023-10-02 01:52:00,23.939092,71.623471,Bypass Road,National Highway,Grievous,4,0,3,0,0,1,2,0,0,1,Rear-End,Unknown,Clear,Night - Street Light On,Poor,Mobile Phone Use,2023-10-02,2023,10,1,Monday,Oct,2,0,7,Night,7
ACC00340,Mehsana,Unjha PS,2021-02-28 03:48:00,24.673932,72.797063,Industrial Road,Rural Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Hit & Run,Flyover,Foggy,Dawn/Dusk,Good,No Helmet,2021-02-28,2021,2,3,Sunday,Feb,0,0,0,Night,75
ACC00341,Gandhinagar,Sector 7 PS,2024-04-06 01:09:00,24.140259,69.128846,SH-14,Urban Road,Grievous,1,0,1,2,0,0,2,0,0,0,Side Impact,Junction/Intersection,Clear,Night - No Street Light,Poor,Unknown,2024-04-06,2024,4,1,Saturday,Apr,2,0,5,Night,50
ACC00342,Junagadh,Veraval PS,2022-10-10 21:51:00,23.253041,68.70375,Industrial Road,National Highway,Minor,4,0,0,2,0,0,0,0,0,0,Side Impact,Straight Road,Rainy,Night - No Street Light,Poor,Overloading,2022-10-10,2022,10,21,Monday,Oct,1,0,2,Evening,50
ACC00343,Rajkot,Mavdi PS,2023-10-28 07:53:00,24.226461,73.337922,Airport Road,Rural Road,Minor,1,0,0,1,0,0,0,0,0,0,Pedestrian Hit,Speed Breaker,Unknown,Daylight,Unknown,Overloading,2023-10-28,2023,10,7,Saturday,Oct,1,0,1,Morning,8
ACC00344,Mehsana,Visnagar PS,2022-10-01 22:23:00,22.132914,71.395663,SH-20,District Road,Grievous,2,0,1,2,0,0,1,0,0,0,Rear-End,Straight Road,Unknown,Daylight,Moderate,Signal Jumping,2022-10-01,2022,10,22,Saturday,Oct,2,0,4,Night,32
ACC00346,Ahmedabad,Bapunagar PS,2022-02-25 18:57:00,23.184763,69.017009,Expressway,State Highway,Minor,1,0,0,1,0,0,2,0,0,0,Side Impact,Junction/Intersection,Foggy,Night - Street Light On,Moderate,Unknown,2022-02-25,2022,2,18,Friday,Feb,1,0,3,Evening,50
ACC00347,Junagadh,Keshod PS,2022-01-28 09:10:00,22.570782,68.72172,SH-6,District Road,Grievous,1,0,2,0,0,1,1,0,0,0,Rollover,Bridge,Foggy,Night - Street Light On,Unknown,Unknown,2022-01-28,2022,1,9,Friday,Jan,2,0,4,Morning,15
ACC00348,Anand,Anand City PS,2022-10-06 03:29:00,20.725197,72.539805,Airport Road,National Highway,Minor,3,0,0,2,0,0,2,0,0,1,Single Vehicle,Unknown,Foggy,Dawn/Dusk,Good,No Seatbelt,2022-10-06,2022,10,3,Thursday,Oct,1,0,5,Night,88
ACC00349,Mehsana,Unjha PS,2024-02-09 13:18:00,22.068624,73.736954,NH-8,State Highway,Minor,1,0,0,2,0,0,1,0,0,0,Hit & Run,Junction/Intersection,Rainy,Daylight,Unknown,Unknown,2024-02-09,2024,2,13,Friday,Feb,1,0,3,Afternoon,-1
ACC00350,Ahmedabad,Maninagar PS,2023-03-20 12:44:00,20.567922,74.260476,NH-27,National Highway,Minor,4,0,0,3,0,0,1,0,0,1,Side Impact,Junction/Intersection,Rainy,Dawn/Dusk,Good,Wrong Side Driving,2023-03-20,2023,3,12,Monday,Mar,1,0,5,Afternoon,89
ACC00351,Bhavnagar,Mahuva PS,2022-07-14 20:25:00,23.166714,74.321396,Airport Road,District Road,Fatal,4,0,0,0,2,0,0,0,1,0,Side Impact,Bridge,Clear,Daylight,Poor,Overloading,2022-07-14,2022,7,20,Thursday,Jul,3,2,1,Evening,-1
ACC00352,Surat,Katargam PS,2023-02-23 19:43:00,21.492662,72.88908,City Road,State Highway,Fatal,4,1,2,1,2,0,2,1,1,0,Pedestrian Hit,Bridge,Cloudy,Night - Street Light On,Poor,Unknown,2023-02-23,2023,2,19,Thursday,Feb,3,4,6,Evening,19
ACC00353,Ahmedabad,Bodakdev PS,2023-07-11 10:54:00,22.214419,71.606999,SH-41,National Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Pothole Area,Rainy,Dawn/Dusk,Unknown,Signal Jumping,2023-07-11,2023,7,10,Tuesday,Jul,0,0,0,Morning,32
ACC00354,Anand,Borsad PS,2021-08-13 18:43:00,22.647406,71.059856,Airport Road,State Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Straight Road,Cloudy,Night - No Street Light,Unknown,Unknown,2021-08-13,2021,8,18,Friday,Aug,0,0,0,Evening,5
ACC00355,Bhavnagar,Talaja PS,2022-08-06 10:03:00,20.307545,70.297924,Expressway,State Highway,Minor,4,0,0,2,0,0,1,0,0,1,Rollover,Unknown,Unknown,Night - No Street Light,Unknown,Drunk Driving,2022-08-06,2022,8,10,Saturday,Aug,1,0,4,Morning,-1
ACC00356,Bharuch,Bharuch City PS,2024-09-16 07:15:00,21.535658,72.434345,SH-41,Urban Road,Minor,4,0,0,3,0,0,2,0,0,1,Side Impact,Curve,Clear,Night - No Street Light,Good,Overloading,2024-09-16,2024,9,7,Monday,Sep,1,0,6,Morning,6
ACC00357,Gandhinagar,Sector 21 PS,2024-11-26 15:37:00,21.555966,70.131255,NH-27,District Road,Minor,3,0,0,1,0,0,2,0,0,1,Pedestrian Hit,Pothole Area,Unknown,Night - Street Light On,Poor,Overloading,2024-11-26,2024,11,15,Tuesday,Nov,1,0,4,Afternoon,60
ACC00358,Bharuch,Vagra PS,2022-02-18 15:40:00,23.720888,71.475754,SH-14,State Highway,Damage Only,1,0,0,0,0,0,0,0,0,0,Side Impact,Unknown,Hazy,Dawn/Dusk,Moderate,Unknown,2022-02-18,2022,2,15,Friday,Feb,0,0,0,Afternoon,-1
ACC00359,Bhavnagar,Bhavnagar City PS,2024-04-27 10:17:00,23.785454,69.421357,NH-8,Urban Road,Damage Only,3,0,0,0,0,0,0,0,0,0,Head-On,Junction/Intersection,Hazy,Night - No Street Light,Unknown,Unknown,2024-04-27,2024,4,10,Saturday,Apr,0,0,0,Morning,50
ACC00360,Rajkot,Kalawad PS,2023-04-04 08:39:00,23.189177,73.649648,City Road,National Highway,Minor,0,0,0,2,0,0,2,0,0,1,Single Vehicle,Curve,Hazy,Dawn/Dusk,Moderate,Unknown,2023-04-04,2023,4,8,Tuesday,Apr,1,0,5,Morning,-1
ACC00361,Bhavnagar,Bhavnagar City PS,2023-12-06 06:23:00,21.20572,72.92284,SH-41,Rural Road,Grievous,0,0,1,2,0,2,1,0,1,0,Hit & Run,Flyover,Clear,Night - Street Light On,Unknown,Mobile Phone Use,2023-12-06,2023,12,6,Wednesday,Dec,2,0,7,Morning,19
ACC00362,Rajkot,Rajkot Central PS,2021-11-04 06:01:00,23.905253,71.626898,Ring Road,National Highway,Minor,1,0,0,2,0,0,0,0,0,0,Hit & Run,Straight Road,Rainy,Night - Street Light On,Poor,Signal Jumping,2021-11-04,2021,11,6,Thursday,Nov,1,0,2,Morning,7
ACC00363,Surat,Adajan PS,2021-02-10 01:55:00,21.543962,68.500565,Ring Road,District Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Side Impact,Straight Road,Cloudy,Night - Street Light On,Moderate,Drunk Driving,2021-02-10,2021,2,1,Wednesday,Feb,0,0,0,Night,55
ACC00364,Junagadh,Manavadar PS,2023-12-12 08:31:00,21.195154,73.18213,SH-20,National Highway,Minor,2,0,0,1,0,0,0,0,0,0,Pedestrian Hit,Bridge,Unknown,Night - Street Light On,Unknown,Wrong Side Driving,2023-12-12,2023,12,8,Tuesday,Dec,1,0,1,Morning,19
ACC00365,Gandhinagar,Kalol PS,2023-04-17 08:55:00,22.355649,74.076879,SH-20,State Highway,Grievous,4,0,2,2,0,0,1,0,0,0,Rollover,Pothole Area,Rainy,Night - No Street Light,Moderate,No Helmet,2023-04-17,2023,4,8,Monday,Apr,2,0,5,Morning,76
ACC00366,Rajkot,Kalavad Road PS,2024-02-06 12:19:00,23.322837,72.417065,Airport Road,National Highway,Damage Only,0,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Bridge,Cloudy,Daylight,Unknown,Mobile Phone Use,2024-02-06,2024,2,12,Tuesday,Feb,0,0,0,Afternoon,77
ACC00367,Ahmedabad,Maninagar PS,2022-09-02 06:55:00,24.313098,73.640644,NH-8,Urban Road,Minor,4,0,0,2,0,0,2,0,0,1,Single Vehicle,Straight Road,Foggy,Daylight,Unknown,Overloading,2022-09-02,2022,9,6,Friday,Sep,1,0,5,Morning,91
ACC00368,Ahmedabad,Maninagar PS,2024-12-01 08:32:00,22.036004,71.550685,SH-20,State Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Hit & Run,Flyover,Clear,Night - Street Light On,Unknown,Unknown,2024-12-01,2024,12,8,Sunday,Dec,0,0,0,Morning,2
ACC00369,Surat,Adajan PS,2022-02-14 20:19:00,20.478267,71.353105,NH-8,State Highway,Damage Only,4,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Curve,Hazy,Dawn/Dusk,Poor,Overloading,2022-02-14,2022,2,20,Monday,Feb,0,0,0,Evening,0
ACC00370,Vadodara,Waghodiya PS,2021-12-22 21:37:00,23.777832,70.711327,NH-53,State Highway,Grievous,2,0,2,0,0,1,0,0,0,0,Hit & Run,Flyover,Hazy,Night - Street Light On,Good,Over Speeding,2021-12-22,2021,12,21,Wednesday,Dec,2,0,3,Evening,9
ACC00371,Anand,Petlad PS,2023-05-29 19:16:00,24.506951,71.67363,NH-48,District Road,Grievous,2,0,2,0,0,2,1,0,1,1,Single Vehicle,Flyover,Cloudy,Dawn/Dusk,Good,Wrong Side Driving,2023-05-29,2023,5,19,Monday,May,2,0,7,Evening,18
ACC00372,Vadodara,Manjalpur PS,2022-02-28 19:13:00,21.401649,70.735485,Ring Road,Urban Road,Minor,3,0,0,3,0,0,2,0,0,1,Pedestrian Hit,Junction/Intersection,Foggy,Night - Street Light On,Unknown,Wrong Side Driving,2022-02-28,2022,2,19,Monday,Feb,1,0,6,Evening,33
ACC00373,Ahmedabad,Naranpura PS,2023-08-19 04:55:00,23.287908,72.594016,Expressway,State Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Hit & Run,Junction/Intersection,Clear,Daylight,Good,Over Speeding,2023-08-19,2023,8,4,Saturday,Aug,0,0,0,Night,77
ACC00374,Rajkot,Kalawad PS,2022-12-27 19:42:00,22.851868,68.386725,SH-14,State Highway,Minor,1,0,0,3,0,0,0,0,0,0,Rollover,Junction/Intersection,Cloudy,Night - No Street Light,Moderate,Unknown,2022-12-27,2022,12,19,Tuesday,Dec,1,0,3,Evening,15
ACC00375,Vadodara,Gotri PS,2023-10-07 10:56:00,20.512381,70.827457,SH-14,Rural Road,Minor,3,0,0,2,0,0,2,0,0,1,Head-On,Curve,Cloudy,Night - No Street Light,Poor,No Seatbelt,2023-10-07,2023,10,10,Saturday,Oct,1,0,5,Morning,-1
ACC00376,Junagadh,Veraval PS,2023-06-12 05:20:00,22.359864,71.600751,City Road,National Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Single Vehicle,Straight Road,Rainy,Night - Street Light On,Good,Wrong Side Driving,2023-06-12,2023,6,5,Monday,Jun,0,0,0,Night,32
ACC00377,Surat,Adajan PS,2022-06-17 05:45:00,20.633711,71.217938,Bypass Road,District Road,Grievous,2,0,2,0,0,0,0,0,0,1,Side Impact,Speed Breaker,Cloudy,Dawn/Dusk,Unknown,Drunk Driving,2022-06-17,2022,6,5,Friday,Jun,2,0,3,Night,0
ACC00378,Vadodara,Gotri PS,2022-07-13 18:57:00,21.077022,68.125992,NH-8,National Highway,Minor,1,0,0,2,0,0,2,0,0,0,Rollover,Straight Road,Rainy,Dawn/Dusk,Good,No Helmet,2022-07-13,2022,7,18,Wednesday,Jul,1,0,4,Evening,47
ACC00379,Anand,Khambhat PS,2024-04-24 03:53:00,20.232823,72.558552,Bypass Road,District Road,Minor,4,0,0,2,0,0,2,0,0,0,Hit & Run,Junction/Intersection,Hazy,Daylight,Poor,Over Speeding,2024-04-24,2024,4,3,Wednesday,Apr,1,0,4,Night,-1
ACC00380,Rajkot,Rajkot Central PS,2024-08-11 09:20:00,23.52148,71.894437,NH-27,Urban Road,Minor,2,0,0,2,0,0,1,0,0,1,Hit & Run,Curve,Cloudy,Daylight,Good,Wrong Side Driving,2024-08-11,2024,8,9,Sunday,Aug,1,0,4,Morning,78
ACC00381,Vadodara,Sayajigunj PS,2022-09-04 15:51:00,23.809225,72.41526,NH-53,National Highway,Grievous,4,0,2,1,0,2,2,0,0,1,Side Impact,Flyover,Foggy,Night - Street Light On,Unknown,Overloading,2022-09-04,2022,9,15,Sunday,Sep,2,0,8,Afternoon,79
ACC00382,Anand,Khambhat PS,2024-06-11 05:27:00,20.527558,74.231612,City Road,State Highway,Minor,4,0,0,2,0,0,0,0,0,1,Rear-End,Pothole Area,Rainy,Dawn/Dusk,Good,Mobile Phone Use,2024-06-11,2024,6,5,Tuesday,Jun,1,0,3,Night,89
ACC00383,Gandhinagar,Sector 7 PS,2021-09-19 21:57:00,21.243806,71.681775,Airport Road,National Highway,Minor,4,0,0,3,0,0,2,0,0,0,Head-On,Speed Breaker,Clear,Dawn/Dusk,Unknown,Drunk Driving,2021-09-19,2021,9,21,Sunday,Sep,1,0,5,Evening,-1
ACC00384,Bharuch,Jhagadia PS,2024-04-14 02:49:00,20.624103,69.231179,NH-53,Urban Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Straight Road,Cloudy,Night - No Street Light,Poor,Unknown,2024-04-14,2024,4,2,Sunday,Apr,0,0,0,Night,-1
ACC00385,Mehsana,Patan PS,2022-06-27 10:58:00,20.961082,72.806285,Industrial Road,State Highway,Damage Only,1,0,0,0,0,0,0,0,0,0,Side Impact,Straight Road,Cloudy,Daylight,Good,No Seatbelt,2022-06-27,2022,6,10,Monday,Jun,0,0,0,Morning,68
ACC00386,Surat,Katargam PS,2024-09-05 15:29:00,24.09639,71.891891,Bypass Road,National Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Side Impact,Speed Breaker,Foggy,Dawn/Dusk,Poor,Drunk Driving,2024-09-05,2024,9,15,Thursday,Sep,0,0,0,Afternoon,7
ACC00388,Vadodara,Fatehgunj PS,2024-12-09 14:31:00,24.055064,69.368432,Industrial Road,Urban Road,Fatal,4,1,1,0,1,1,1,1,0,1,Pedestrian Hit,Straight Road,Foggy,Daylight,Good,Unknown,2024-12-09,2024,12,14,Monday,Dec,3,3,4,Afternoon,50
ACC00389,Surat,Piplod PS,2021-02-08 13:36:00,20.392149,70.727966,Bypass Road,State Highway,Minor,2,0,0,2,0,0,2,0,0,0,Head-On,Pothole Area,Foggy,Dawn/Dusk,Unknown,Over Speeding,2021-02-08,2021,2,13,Monday,Feb,1,0,4,Afternoon,82
ACC00390,Mehsana,Visnagar PS,2023-06-17 07:32:00,24.281723,71.893231,SH-41,Urban Road,Minor,3,0,0,2,0,0,0,0,0,0,Single Vehicle,Curve,Foggy,Dawn/Dusk,Unknown,Unknown,2023-06-17,2023,6,7,Saturday,Jun,1,0,2,Morning,-1
ACC00391,Gandhinagar,Sector 21 PS,2024-09-28 15:08:00,20.819045,73.098939,Bypass Road,Urban Road,Minor,3,0,0,3,0,0,0,0,0,0,Side Impact,Speed Breaker,Clear,Daylight,Poor,Mobile Phone Use,2024-09-28,2024,9,15,Saturday,Sep,1,0,3,Afternoon,-1
ACC00392,Junagadh,Junagadh City PS,2021-05-11 10:27:00,21.142775,71.164101,SH-20,State Highway,Grievous,1,0,1,2,0,1,1,0,0,0,Pedestrian Hit,Straight Road,Hazy,Night - No Street Light,Moderate,Unknown,2021-05-11,2021,5,10,Tuesday,May,2,0,5,Morning,0
ACC00393,Bhavnagar,Mahuva PS,2021-07-28 17:02:00,20.868413,69.393933,SH-20,National Highway,Damage Only,3,0,0,0,0,0,0,0,0,0,Rear-End,Pothole Area,Cloudy,Dawn/Dusk,Good,Signal Jumping,2021-07-28,2021,7,17,Wednesday,Jul,0,0,0,Afternoon,67
ACC00395,Rajkot,Mavdi PS,2023-12-21 13:50:00,23.788136,70.678649,Bypass Road,District Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Pedestrian Hit,Pothole Area,Foggy,Daylight,Unknown,Signal Jumping,2023-12-21,2023,12,13,Thursday,Dec,0,0,0,Afternoon,9
ACC00396,Junagadh,Junagadh City PS,2021-06-23 10:20:00,23.652914,70.577577,NH-48,National Highway,Minor,4,0,0,3,0,0,2,0,0,1,Single Vehicle,Curve,Hazy,Daylight,Poor,No Seatbelt,2021-06-23,2021,6,10,Wednesday,Jun,1,0,6,Morning,9
ACC00397,Bharuch,Jhagadia PS,2021-01-17 08:57:00,24.334073,70.910991,SH-6,District Road,Minor,4,0,0,1,0,0,1,0,0,0,Rollover,Speed Breaker,Unknown,Dawn/Dusk,Poor,Unknown,2021-01-17,2021,1,8,Sunday,Jan,1,0,2,Morning,-1
ACC00398,Surat,Piplod PS,2022-11-17 12:46:00,24.147428,71.506978,SH-6,National Highway,Damage Only,1,0,0,0,0,0,0,0,0,0,Head-On,Junction/Intersection,Hazy,Night - No Street Light,Moderate,Over Speeding,2022-11-17,2022,11,12,Thursday,Nov,0,0,0,Afternoon,7
ACC00399,Junagadh,Manavadar PS,2022-06-14 07:53:00,23.441943,68.795784,NH-48,Rural Road,Minor,1,0,0,2,0,0,1,0,0,0,Pedestrian Hit,Pothole Area,Hazy,Night - No Street Light,Good,Over Speeding,2022-06-14,2022,6,7,Tuesday,Jun,1,0,3,Morning,50
ACC00400,Mehsana,Visnagar PS,2022-04-29 23:37:00,24.213959,71.459719,Industrial Road,Urban Road,Damage Only,2,0,0,0,0,0,0,0,0,0,Rear-End,Junction/Intersection,Unknown,Night - Street Light On,Unknown,Unknown,2022-04-29,2022,4,23,Friday,Apr,0,0,0,Night,-1
ACC00401,Ahmedabad,Chandkheda PS,2023-11-24 18:12:00,21.761831,72.583335,SH-41,Urban Road,Grievous,4,0,2,0,0,2,2,0,1,1,Hit & Run,Straight Road,Cloudy,Night - Street Light On,Unknown,Wrong Side Driving,2023-11-24,2023,11,18,Friday,Nov,2,0,8,Evening,52
ACC00402,Gandhinagar,Dehgam PS,2023-10-19 20:27:00,23.269482,72.709817,Ring Road,District Road,Minor,1,0,0,3,0,0,0,0,0,1,Pedestrian Hit,Speed Breaker,Rainy,Dawn/Dusk,Unknown,Signal Jumping,2023-10-19,2023,10,20,Thursday,Oct,1,0,4,Evening,77
ACC00403,Mehsana,Mehsana City PS,2021-11-18 17:23:00,20.646324,68.795118,SH-20,State Highway,Minor,3,0,0,2,0,0,0,0,0,1,Rollover,Speed Breaker,Rainy,Daylight,Poor,Mobile Phone Use,2021-11-18,2021,11,17,Thursday,Nov,1,0,3,Afternoon,-1
ACC00404,Surat,Katargam PS,2021-10-19 18:26:00,24.213563,69.458163,SH-41,Rural Road,Damage Only,4,0,0,0,0,0,0,0,0,0,Single Vehicle,Straight Road,Hazy,Night - No Street Light,Good,Over Speeding,2021-10-19,2021,10,18,Tuesday,Oct,0,0,0,Evening,50
ACC00405,Mehsana,Patan PS,2022-09-27 18:28:00,23.694207,72.636211,Industrial Road,District Road,Fatal,4,0,2,0,2,2,2,1,1,1,Rear-End,Speed Breaker,Unknown,Dawn/Dusk,Unknown,Unknown,2022-09-27,2022,9,18,Tuesday,Sep,3,3,8,Evening,77
ACC00406,Rajkot,Kalawad PS,2022-11-26 17:02:00,24.194199,72.169274,SH-41,Rural Road,Damage Only,1,0,0,0,0,0,0,0,0,0,Rear-End,Speed Breaker,Unknown,Night - No Street Light,Good,Unknown,2022-11-26,2022,11,17,Saturday,Nov,0,0,0,Afternoon,-1
ACC00407,Rajkot,Bhaktinagar PS,2024-01-15 18:48:00,22.723124,71.097765,NH-48,National Highway,Damage Only,2,0,0,0,0,0,0,0,0,0,Head-On,Speed Breaker,Rainy,Daylight,Poor,Wrong Side Driving,2024-01-15,2024,1,18,Monday,Jan,0,0,0,Evening,5
ACC00408,Bhavnagar,Palitana PS,2021-06-23 17:38:00,22.808908,73.983247,SH-20,Urban Road,Minor,1,0,0,1,0,0,0,0,0,0,Hit & Run,Straight Road,Hazy,Night - No Street Light,Unknown,Mobile Phone Use,2021-06-23,2021,6,17,Wednesday,Jun,1,0,1,Afternoon,17
ACC00409,Gandhinagar,Sector 7 PS,2022-01-10 08:49:00,21.511253,69.165904,Industrial Road,District Road,Grievous,3,0,2,0,0,1,1,0,0,1,Side Impact,Pothole Area,Clear,Night - No Street Light,Unknown,Drunk Driving,2022-01-10,2022,1,8,Monday,Jan,2,0,5,Morning,38
ACC00410,Surat,Katargam PS,2022-05-06 19:37:00,22.439658,74.080949,SH-14,National Highway,Grievous,4,0,1,2,0,1,0,0,0,0,Head-On,Speed Breaker,Cloudy,Daylight,Unknown,Over Speeding,2022-05-06,2022,5,19,Friday,May,2,0,4,Evening,76
ACC00411,Junagadh,Keshod PS,2022-09-16 18:26:00,23.992878,73.032154,NH-53,Urban Road,Fatal,0,1,0,0,2,1,0,1,1,1,Side Impact,Curve,Rainy,Dawn/Dusk,Unknown,Over Speeding,2022-09-16,2022,9,18,Friday,Sep,3,4,3,Evening,29
ACC00412,Anand,Khambhat PS,2024-07-18 06:37:00,21.394032,71.464763,NH-27,State Highway,Grievous,2,0,3,2,0,2,1,0,1,0,Side Impact,Pothole Area,Clear,Night - Street Light On,Poor,No Seatbelt,2024-07-18,2024,7,6,Thursday,Jul,2,0,9,Morning,80
ACC00413,Mehsana,Visnagar PS,2022-05-19 21:20:00,22.215077,68.20001,Expressway,District Road,Damage Only,2,0,0,0,0,0,0,0,0,0,Rear-End,Straight Road,Hazy,Dawn/Dusk,Good,Over Speeding,2022-05-19,2022,5,21,Thursday,May,0,0,0,Evening,25
ACC00414,Anand,Petlad PS,2024-11-27 22:31:00,22.575405,72.189313,NH-27,State Highway,Grievous,4,0,2,2,0,0,1,0,0,0,Rollover,Unknown,Unknown,Dawn/Dusk,Good,No Helmet,2024-11-27,2024,11,22,Wednesday,Nov,2,0,5,Night,27
ACC00415,Mehsana,Visnagar PS,2022-01-31 14:00:00,20.190996,73.904812,SH-20,Urban Road,Minor,4,0,0,2,0,0,0,0,0,1,Rear-End,Speed Breaker,Unknown,Night - No Street Light,Moderate,Wrong Side Driving,2022-01-31,2022,1,14,Monday,Jan,1,0,3,Afternoon,81
ACC00416,Mehsana,Patan PS,2022-03-05 00:12:00,23.036806,69.84729,Airport Road,State Highway,Minor,2,0,0,3,0,0,0,0,0,0,Hit & Run,Curve,Unknown,Night - Street Light On,Good,Unknown,2022-03-05,2022,3,0,Saturday,Mar,1,0,3,Night,51
